week,title,url,thumbnail,author,summary,genre,age,company
금요일,심펭져스,https://www.lezhin.com/ko/comic/kimbotong_hirawebtoon,https://ccdn.lezhin.com/v2/comics/5125076916699136/images/wide.webp?updated=1583220032713&width=277,김보통,"국민들의 건강을 책임지는 건강보험심사평가원!
정체를 알 수 없는 누군가의 음모로 위기에 빠진 심평원을 구하러 나타난
전설의 트리오, 심펭져스! 그들은 심평원에 평화를 찾아줄 것인가?",드라마,전체 이용가,레진코믹스
토요일,킬러가 사랑에 빠졌을 때,https://www.lezhin.com/ko/comic/killer,https://ccdn.lezhin.com/v2/comics/6181022497832960/images/wide.webp?updated=1630562281238&width=277,에레세모,"[속보] 프로 킬러 주태만이 국내 최고의 배우 강다혁에게 반해버렸다!
극강의 훈련과 교육 그리고 잔인한 고문도 견뎌낸 프로 킬러 주태만, 그러나 어째서인지 강다혁의 다정함에는 손쉽게 무너지는데...?
ㅡ 프로킬러 NN년차, 설마 이게 바로 사랑? 그러면 이럴 때는 어떻게 해야 하지?",BL,15세 이용가,레진코믹스
토요일,백억년을 자는 남자,https://www.lezhin.com/ko/comic/sleepingman,https://ccdn.lezhin.com/v2/comics/5551016703033344/images/wide.webp?updated=1633669967329&width=277,수사반장,"하루에 3시간만 자도 정상 생활이 가능한 35세 양승조씨. 남들보다 5시간씩 남는 잠시간을 온전히 자신을 위해 써왔고, 그 사이에 사랑하는 아내와 자식들, 그리고 훌륭한 직장과 동료들과 함께 하게 되었다. 그러나, 36세 생일날 잠에서 깬 그의 인생은 크게 뒤틀리는데... <김철수씨 이야기> 수사반장 작가의 장대한 대우주 서사시!",드라마,15세 이용가,레진코믹스
토요일,불멸의 날들,https://www.lezhin.com/ko/comic/ImmortalDays,https://ccdn.lezhin.com/v2/comics/5308438415671296/images/wide.webp?updated=1601890756286&width=277,허긴개,"오랜 연구 끝에 인류는 더이상 죽지도 다치지도 않게 된다. 하지만 언제나 돌연변이는 존재하는 법. 죽을 수 있는 존재로 태어난 '멸'은 불사의 사람들 사이에서 갖은 고생을 하며 살아간다. 외로이 고군분투를 하며 지내던 때, 멸은 자신과 같은 돌연변이 해결사 '필'을 만나게 된다. 그리고 필은 자신과 같이 일을 하자며 멸에게 구애(?)하는데. 안전지상주의 '멸'과 한탕주의 '필', 이 조합 과연 괜찮은 걸까?",액션,15세 이용가,레진코믹스
토요일,클라우드,https://www.lezhin.com/ko/comic/cloud,https://ccdn.lezhin.com/v2/comics/5183802990723072/images/wide.webp?updated=1606097963843&width=277,김파스,"짝사랑하는 찬일이의 사진을 모으는 것이 취미인 하늘이.
그러나 실수로 같은 반 실장인 현운이에게 들키고 만다.
하늘은 착하고 모범생인 현운이 비밀을 지켜줄 것이라고 기대하지만...
왜인지 현운이 손안에서 놀아나는 것 같은데...?",BL,15세 이용가,레진코믹스
토요일,데우스 바드 마키나 2 : 선택받은 잡것,https://www.lezhin.com/ko/comic/bard2,https://ccdn.lezhin.com/v2/comics/6171464924725248/images/wide.webp?updated=1625040835353&width=277,죽은고양이 / 글: 폴빠,"""전쟁 임박! 어둠의 군세를 막을 방법은 단 하나, 그것은 빛과 함께 나타날 구원자의 존재!""
그건 님들 사정이잖아! 난 내일 아침에 전역할 예정이었다고!!
전역 전날 판타지 세계로 떨어져버린 말년 병장 철수의 이세계 군대 깽판 수난기..!!""",판타지,15세 이용가,레진코믹스
토요일,꼴데툰 2021,https://www.lezhin.com/ko/comic/ggtoon2021,https://ccdn.lezhin.com/v2/comics/6690294575988736/images/wide.webp?updated=1630634519726&width=277,샤다라빠,"지난 몇 년 간 꿇었던 건 추신수 아니 추진력을 얻기 위함이었다!
보고 있는가, 추신수.. 여기 자네보다 뛰어난 인재가 있네. 무려 둘이나..
투타를 책임질 김진욱과 나승엽은 꼴데의 환장 대모험(?)을
아름다운 역사로 바꿔줄 것인가..!
올해도 주6회 등판하는 웹툰계 슈퍼 세이브 야구만화!",개그,15세 이용가,레진코믹스
토요일,내가 원하는 건,https://www.lezhin.com/ko/comic/alliwantis,https://ccdn.lezhin.com/v2/comics/6694684605874176/images/wide.webp?updated=1611882753147&width=277,정,"전쟁 같은 수강신청의 날, 미설은 실수로 어떤 남학생의 수강 신청을 망쳐버리게 되고... 죄책감에 다시는 마주치지 않기를 바랐건만, 운명처럼 교양강의 옆자리에서 마주치는데?!
ㅡ<비밀스러운 짝사랑> 정 작가님이 선사하는 악연과 인연이 넘쳐나는 대학교 로맨스!",로맨스,전체 이용가,레진코믹스
토요일,BJ 엘프의 요리 채널,https://www.lezhin.com/ko/comic/bjelf,https://ccdn.lezhin.com/v2/comics/5206473638477824/images/wide.webp?updated=1626418383850&width=277,변태너구리,"마왕이 죽고 820년 뒤, 세계는 비약적인 기술의 발전을 이루었고, 지금 가장 인기있는 직업은... '개인 방송 스트리머' 였다! 자칭 우주 최강 엘프 아이돌 '에린'과, 요리연구가 오크 '벨'이 펼치는 좌충우돌 요리 방송 프로그램 'BJ 엘프의 요리 채널'! 지금 시작합니다!",개그,15세 이용가,레진코믹스
토요일,메리 고 라운드,https://www.lezhin.com/ko/comic/merry_go_round,https://ccdn.lezhin.com/v2/comics/5274670161854464/images/wide.webp?updated=1608254172775&width=277,나솔,"열아홉의 우리. 콤플렉스 투성이었던 나와 염치 없이 사랑스러웠던 너희들. 아무것도 할 수 없어 비참했지만 무엇이든 가능할 거라 믿었기에 즐거웠던 그때 그 찬란한 시절로, 메리-고-라운드.",로맨스,15세 이용가,레진코믹스
토요일,차린 건 없지만,https://www.lezhin.com/ko/comic/meal,https://ccdn.lezhin.com/v2/comics/5186358298083328/images/wide.webp?updated=1623812652354&width=277,심모람,차린 건 없지만 자꾸만 보게 되는 어느 만화가의 식탁.,일상,전체 이용가,레진코믹스
토요일,"꽃은 꽃으로, 잎은 잎으로",https://www.lezhin.com/ko/comic/flower_leaf,https://ccdn.lezhin.com/v2/comics/5231277554073600/images/wide.webp?updated=1629359225717&width=277,지 / 원작: 우지혜 / 그림: 해표,"재벌가 첩의 딸로 태어난 홍설영은 갖은 핍박에도 굴하지 않고 떳떳하게 자리를 잡아가고 있던 중, 부모님이 갑자기 교통사고로 돌아가시게 되고 설영 또한 자살을 가장한 죽음을 맞이하게 된다.
설영은 눈을 감는 순간까지 홍씨 일가를 저주하는데.... 그러다 갑작스레 의식이 돌아온 설영, 눈을 떠보니 시대극 드라마 세트장을 연상케 하는 배경이 눈에 들어온다...?
그리고 머리는 언제 이렇게 길어진 거야?! 설상가상으로 자신을 '아씨'라고 부르는 소녀까지....?
다른 차원에서 '홍설영'이 아닌 '장설영'으로 눈을 뜬 설영의 속시원한 복수극이 시작된다!",로맨스,12세 이용가,레진코믹스
토요일,무명의 등불,https://www.lezhin.com/ko/comic/from_nothing,https://ccdn.lezhin.com/v2/comics/4593648627417088/images/wide.webp?updated=1609396235154&width=277,이재,"부패한 왕실과 오랑캐의 침략으로 울부짖던 조선,
여자아이 두 명이 임금과 역적의 운명을 같이 타고 태어난다.
혼란스러운 시대를 밝히는 등불이 될 것인가. 그 불에 타 재가 되는 나방이 될 것인가.
...새로운 역사가 시작된다!
ㅡ짜임새 있는 스토리라인을 보여줬던 <은사> 이재 작가의 기대신작!",드라마,15세 이용가,레진코믹스
토요일,최강! 중2병 그녀,https://www.lezhin.com/ko/comic/sophomoricillness,https://ccdn.lezhin.com/v2/comics/5057602952429568/images/wide.webp?updated=1628232313834&width=277,영식,"멸망한 세상에서 살아남는 세 가지 방법이 있다.
그 중 하나는 눈에서 레이저를 내뿜는 중2 소녀에게 빌붙는 것이고, 나머지는...",드라마,15세 이용가,레진코믹스
토요일,작전본부: 우리 집,https://www.lezhin.com/ko/comic/our_home,https://ccdn.lezhin.com/v2/comics/6013643236114432/images/wide.webp?updated=1626420423573&width=277,청혈구,"택배기사로 근근이, 하지만 부지런히 살고 있는 전상우,
10년 전 사라진 아버지가 유산으로 남겼다는 집에서 살게 되었다..
그리고 집에 들어간 바로 그날 밤에 들이닥친 비밀요원들!
뭐? 나를 인질로 삼겠다고? 뭐?! 우리 집에 잠복하며 마약조직을 잡겠다고?!
갑자기 생긴 것도 모자라 갑자기 작전본부가 돼버린 우리집!!",드라마,15세 이용가,레진코믹스
토요일,한여름 밤의 꿈,https://www.lezhin.com/ko/comic/midsummer,https://ccdn.lezhin.com/v2/comics/5600310336225280/images/wide.webp?updated=1605597585294&width=277,룡키 / 글: 박연조 / 그림: 재재,군위군 다례재에 참석한 서준은 만파식적의 힘에 이끌려 고려시대로 가게 된다. 일연스님의 부탁을 받은 서준은 나라를 구하기 위해 도깨비 비형랑과 여행을 떠나는데...,판타지,전체 이용가,레진코믹스
일요일,정당한 기만,https://www.lezhin.com/ko/comic/giman,https://ccdn.lezhin.com/v2/comics/5675252141588480/images/wide.webp?updated=1634432818420&width=277,진5,"“3년 내내 네 비위 맞추느라 죽는 줄 알았어. 헤어지자.”
존재감 없는 날 굳이 좋아했던 너. 그런 너에게 잘보이기 위해 나에게 친절을 베풀던 아이들. 모두가 지겨웠다. 진정성 없는 관계에 질린 희재는 그렇게 소민에게 이별을 통보했지만..
1년 후 대학에서 우연히 소민과 재회하고, 희재가 좋아하는 은준이 형이 소민에게 관심을 보이는데..!",BL,15세 이용가,레진코믹스
일요일,천지해,https://www.lezhin.com/ko/comic/cheonjihae,https://ccdn.lezhin.com/v2/comics/59/images/wide.webp?updated=1632988786452&width=277,핑푸,"천계에 올바른 질서를 가져오기 위해 초대 옥황상제가 12지, 십장생, 오방신의 대표를 한 명씩 모아만든 기구 천지해. 이 조직에 황룡의 대표로 참가하게 된 수습 천지해 륜. 그녀가 첫 출근에서 보게된 천지해의 모습이란...? 다양한 종족이 부대끼며 살아가는 천계를 배경으로 벌어지는 특무기관 판타지 드라마.",판타지,15세 이용가,레진코믹스
일요일,여우비 내리는 날에,https://www.lezhin.com/ko/comic/foxrain,https://ccdn.lezhin.com/v2/comics/5901673735454720/images/wide.webp?updated=1625884417998&width=277,시목 / 그림: 이하안,"어린 시절 한새벽 앞에 나타난 윤슬.
그녀는 여우비처럼 예고 없이 나타났다가 예고 없이 떠나버린다.
시간이 흘러 또다시 나타난 윤슬.
그리고 지금은 앞집에 사는 이웃이 되었는데...?!",학원,15세 이용가,레진코믹스
일요일,부랄친구,https://www.lezhin.com/ko/comic/bff,https://ccdn.lezhin.com/v2/comics/5474379383439360/images/wide.webp?updated=1626417537490&width=277,한라감귤,"낭랑 18세의 지은은 길건너 옆집에 사는 민철과 10년도 더 된 부랄친구다. 남녀사이에 친구는 없다지만 꾸준히 둘은 친구임을 주장하고 있기를 10여년.. 하지만 아침에 함께 등교, 하교도 같이, 아프면 병문안, 놀러갈 때도 단둘이.. 이런 둘이 정말 단순한 친구 사이로 남을 수 있을까..? 사랑보다 먼~ 우정보다는 가까운~ 지은과 민철의 미묘한 학원일기 [부랄친구]!",개그,15세 이용가,레진코믹스
일요일,꼴데툰 2021,https://www.lezhin.com/ko/comic/ggtoon2021,https://ccdn.lezhin.com/v2/comics/6690294575988736/images/wide.webp?updated=1630634519726&width=277,샤다라빠,"지난 몇 년 간 꿇었던 건 추신수 아니 추진력을 얻기 위함이었다!
보고 있는가, 추신수.. 여기 자네보다 뛰어난 인재가 있네. 무려 둘이나..
투타를 책임질 김진욱과 나승엽은 꼴데의 환장 대모험(?)을
아름다운 역사로 바꿔줄 것인가..!
올해도 주6회 등판하는 웹툰계 슈퍼 세이브 야구만화!",개그,15세 이용가,레진코믹스
일요일,아버지의 집밥,https://www.lezhin.com/ko/comic/cooksilver,https://ccdn.lezhin.com/v2/comics/6049192073035776/images/wide.webp?updated=1630634616750&width=277,고리타,"평생 부엌 근처엔 가본 적도 없는 72세 고하응씨는 45년 간 부엌에 갇혀 밥만 지어온 아내 안순애의 고마움도 모른채 삼시세끼 까탈스레 집밥만 찾는다. 어느날 아내가 사고로 레시피에 대한 모든 기억을 잃어버리고, 남편 고하응은 난생 처음 집밥에 도전한다. 그러나, 고하응씨가 고생 끝에 만든 된장찌개를 맛본 아내는… 집밥과 인생, 가족, 그리고 진심이 맛깔나게 버무려진 <아버지의 집밥>!",드라마,12세 이용가,레진코믹스
일요일,명동젠틀맨,https://www.lezhin.com/ko/comic/gentleman,https://ccdn.lezhin.com/v2/comics/5714360039440384/images/wide.webp?updated=1632989998100&width=277,스와플 / 그림: 직가,"오랜 역사와 전통을 자랑하는 명동 양복점 거리. 하지만 기성복의 시대로 접어들며 거리는 위기를 맞이하고, 급기야 각기 다른 방식을 찾아 이를 타개하고자 한다. 그런 와중 젠틀맨, 본, W 양복점은 서로 다른 개성의 조수들을 고용하게 되는데... 과연 명동 양복점 거리는 이들과 함께 새로운 전성기를 맞이할 수 있을까?",드라마,15세 이용가,레진코믹스
일요일,달토끼와 안드로이드,https://www.lezhin.com/ko/comic/moonrabbit,https://ccdn.lezhin.com/v2/comics/4508665371033600/images/wide.webp?updated=1626418442814&width=277,호주 / 그림: 뉴꼬,"영재소녀 세오는 고등학생이 되자 WASA에 스카우트 되어 달을 가게 된다. 오랫동안 세오를 짝사랑했던 연우는 그녀가 남기고 간 연구소를 관리하기로 한다. 그녀의 환심을 사기 위해 연구소를 청소하던 중 수상한 캐비닛을 발견한 연우. 호기심을 참지 못하고 열고 만다.
경고음 소리와 들리는 익숙한 목소리는……세오...투?!",개그,15세 이용가,레진코믹스
일요일,펀칭머신,https://www.lezhin.com/ko/comic/boxing_machine,https://ccdn.lezhin.com/v2/comics/4664659247431680/images/wide.webp?updated=1588992789280&width=277,늴릴,"장인이 만든 세 대의 펀칭머신 테네, 루미나, 게헨나. 이 기계들은 펀칭한 대상에게 신비로운 힘을 불어넣어 주는 문명을 초월한 이기였다. 하지만 그 중 테네가 도난당하자 의구심을 품은 장인의 손녀딸 김선선은 직접 그것을 찾아 나서기로 결심하는데…",액션,15세 이용가,레진코믹스
일요일,타임라인,https://www.lezhin.com/ko/comic/timeline,https://ccdn.lezhin.com/v2/comics/4995133933682688/images/wide.webp?updated=1621912701120&width=277,헛둘,"화려한 패턴이 돋보이는(?) 일바지의 고장에서 자란 하윤, 패션디자인학과에 합격!
열정, 우정, 그리고 애정으로 가득할 줄 알았던 그녀의 스무살은, 타임라인의 게시글 하나로 무너질 위기에 처하는데...!",드라마,15세 이용가,레진코믹스
일요일,제5열 Born to kill,https://www.lezhin.com/ko/comic/borntokill,https://ccdn.lezhin.com/v2/comics/5510000216965120/images/wide.webp?updated=1631709094870&width=277,김성종 / 그림: 스튜디오 웨이브,"상하이 암살단 ‘살수계’의 서열 1위 킬러인 다비드 킴.
어느 날, 계주의 명령으로 다비드는 중국 최대 기업 양가집단의 총수를 암살한다. 하지만 이 일 이후로 그는 함정에 빠져 동료를 죽인 배신자이자, 동시에 1000만 달러짜리 살인의뢰의 표적이 돼 다른 살수계원들로부터 쫓기는 몸이 되는데….
원작 : 김성종 소설 <제5열>",액션,15세 이용가,레진코믹스
일요일,기절소녀 하나미!,https://www.lezhin.com/ko/comic/haami,https://ccdn.lezhin.com/v2/comics/4649055289081856/images/wide.webp?updated=1630634572399&width=277,호이,기절까지 앞으로 30초! 어릴 적 좋아하는 남자에게 고백했다가 비참하게 차인 하나미는 그 트라우마로 좋아하는 사람 앞에만 서면 기절하게 된다. 고교 입학식에서 첫눈에 반한 선배에게 고백하려는 하나미의 치밀한 계획. 그 계획 속으로 아역배우 출신 대스타 K가 끼어드는데… 과연 그녀는 고백에 성공할 수 있을까?!,로맨스,15세 이용가,레진코믹스
일요일,데스크레센도,https://www.lezhin.com/ko/comic/cranberry_juice,https://ccdn.lezhin.com/v2/comics/6227818152787968/images/wide.webp?updated=1621041048651&width=277,뱅 / 그림: 턱시도펭귄,"뛰어난 실력에 비해 좀처럼 뜨지 못하는 음악청년 조지.
음악의 악마 피스와의 계약 덕에 조지는 유명해지지만,
계약의 대가가 자신의 목숨이었음을 뒤늦게 알게 된다.
그리고 점점 줄어드는 오선지 위의 데크레센도처럼,
바뀐 세상은 조지의 목을 점점 조여오기 시작하는데!",드라마,15세 이용가,레진코믹스
일요일,안아줄게 (Burn It),https://www.lezhin.com/ko/comic/burnit,https://ccdn.lezhin.com/v2/comics/5783553740963840/images/wide.webp?updated=1611457729873&width=277,YEYA / 그림: west dog alcohol,"“네가 좀비가 돼도, 내가 너를 안아줄게”
와이와 보민은 좀비에게 쫓기면서도 서윤을 구하기 위해 백방으로 노력한다. 하지만 그 끝에서 서윤은 안타까운 모습으로 변하는데..
골든차일드 신곡 뮤비 기념 웹툰화 프로젝트!",드라마,전체 이용가,레진코믹스
